language,country,source,collection_method,article_id,url,title,content,climate_max_sim,health_max_sim,climate_best_keyword,health_best_keyword,sample_bucket,climate,health,health_climate_impact,climate_justification,health_justification,impact_justification
Spanish,Colombia,eltiempo.com,scrapai,205739,https://www.eltiempo.com/deportes/otros-deportes/kelvin-kiptum-record-mundial-de-maraton-murio-en-un-accidente-de-transito-853861,Tragedia en el atletismo: murió el dueño del récord mundial de maratón; esto se sabe,"Tragedia en el atletismo: murió el dueño del récord mundial de maratón; esto se sabe El keniano Kelvin Kiptum impuso la marca en octubre del año pasado en Chicago. Kelvin Kiptum hizo el récord mundial de maratón en octubre de 2023 en Chicago. Murió este domingo. Foto: KAMIL KRZACZYNSKI / AFP José Orlando Ascencio SUBEDITOR 11.02.2024 18:23 Actualizado: 11.02.2024 19:24 Compartir Guardar Ingrese o regístrese acá para guardar los artículos en su zona de usuario y leerlos cuando quiera Reportar Resumen Cerrar Este resumen fue construido con ayuda de IA. Escuchar 00:00 00:00 1X Comentar La url ha sido copiada en el portapapeles El atleta keniano Kelvin Kiptum, quien sorprendió al mundo del atletismo el pasado 8 de octubre al romper la marca mundial del maratón, falleció este domingo en un accidente de tránsito, confirmó su familia al medio de ese país Standard Digital. Kiptum, de 24 años, y su entrenador, el ruandés Gervais Hakiziman, fallecieron en la vía que une las ciudades de Eldoret y Kaptagat. Aún no se conocen detalles de lo sucedido. Sorpresa: Brasil, el bicampeón olímpico de fútbol, eliminado de París 2024 Dramático final en el Korn Ferry Tour: Kevin Velo es el nuevo campeón World marathon record holder Kelvin Kiptum and his coach die in an accident along Eldoret-Kaptagat road, Kiptum's family and traffic base commandant Dennis Muga confirm. pic.twitter.com/V6P4aEYX3i — The Standard Digital (@StandardKenya) February 11, 2024 La noticia se conoce en la misma semana en la que la Federación Internacional de Atletismo (World Athletics) ratificó oficialmente el récord del mundo de Kiptum. El atleta africano marcó un crono de 2h00:35 y rebajó con gran claridad la anterior plusmarca que poseía su compatriota Eliud Kipchoge con 2h01:09, conseguida en Berlín el 25 de septiembre de 2022. Desde entonces el único que había conseguido estar relativamente cerca ha sido el etíope Sisay Lema, que marcó 2h01:48 en Valencia el 3 de diciembre de 2023, lo que le situó en el cuarto puesto del ránking mundial de todos los tiempos, tras su compatriota Kenenisa Bekele (2h01:41, en Berlín el 29 de septiembre de 2019). So sad to hear Kelvin Kiptum had died in an accident, he is the current marathon world record holder, he did it by himself at the time with no coach. Terrible loss my thoughts are with his family pic.twitter.com/2m8tGKc36i — Captain Morocco🇲🇦 (@AtlasIion) February 11, 2024 Noticia en desarrollo. DEPORTES Con Efe Sigue toda la información de Deportes en Facebook y Twitter , o en nuestra newsletter semanal . Compartir Guardar Ingrese o regístrese acá para guardar los artículos en su zona de usuario y leerlos cuando quiera Reportar Resumen Cerrar Este resumen fue construido con ayuda de IA. Escuchar 00:00 00:00 1X Comentar La url ha sido copiada en el portapapeles Conforme a los criterios de Saber más Temas relacionados accidentes-de-transito Atletismo Maratón Contenidolibre Sugerencias BOLETINES EL TIEMPO Regístrate en nuestros boletines y recibe noticia...",0.5378,0.5748,extreme event,west nile virus,high_climate,no,yes,no,,Athletics record holder died - death/casualty,
Spanish,Ecuador,elcomercio.pe,newsapi,330,https://elcomercio.pe/lima/sucesos/clima-en-lima-inicio-del-otono-se-vera-marcado-por-temperatura-mas-calidas-en-la-costa-ultimas-noticia/,Clima en Lima: Inicio del otoño se verá marcado por temperatura más cálidas en la costa,"El Servicio Nacional de Meteorología e Hidrología del Perú (Senamhi) detalló que la temporada de otoño que comenzó en el Perú este viernes 20 de marzo se caracterizará por temperaturas más elevadas de lo normal vinculadas al desarrollo del fenómeno de El Niño.

""El otoño ha iniciado el 20 de mazo a las 9:46 a.m. y la característica principal es que en toda la parte costera vamos a tener temperaturas más cálidas de lo normal"", detallaron desde el Senamhi.

Las temperaturas principales en Lima oscilarán entre 15 y 25 grados, más cálidas de lo esperado en el otoño por el desarrollo del fenómeno de El Niño que traerá mareas más calientes desde el sur.

Sobre la presencia de intensas lluvias, el Senamhi precisó que podrán esperarse ""hacia el sur del país durante el día"" en regiones como Arequipa, Tacna y Moquegua. Asimismo, advirtió sobre heladas meteorológicas más frecuentes en las noches, así como presencia de friaje en zona de sierra y selva.",0.5744,0.4880,rising temperatures,west nile virus,high_climate,yes,no,no,Lima autumn temperatures higher than normal due to El Niño,,
Spanish,Colombia,eltiempo.com,scrapai,9207,https://www.eltiempo.com/vida/medio-ambiente/la-cop30-comienza-con-senales-de-esperanza-asegura-patricia-zurita-vicepresidenta-ejecutiva-y-directora-de-alianzas-de-conservacion-internacional-3508109,"‘La COP30 comienza con señales de esperanza’, asegura Patricia Zurita, vicepresidenta ejecutiva y directora de alianzas de Conservación Internacional","Noticia ‘La COP30 comienza con señales de esperanza’, asegura Patricia Zurita, vicepresidenta ejecutiva y directora de alianzas de Conservación Internacional La directiva señaló que la cumbre climática debe pasar de las promesas a la implementación y fortalecer el financiamiento para la naturaleza. Patricia Zurita, vicepresidenta ejecutiva y directora de alianzas de Conservación Internacional. Foto: Conservación Internacional Link Edwin Caicedo PERIODISTA DE MEDIOAMBIENTE Y SALUD 12.11.2025 08:30 Actualizado: 12.11.2025 08:30 Compartir Guardar Ingrese o regístrese acá para guardar los artículos en su zona de usuario y leerlos cuando quiera Reportar Resumen Cerrar Este resumen fue construido con ayuda de IA. Escuchar 00:00 00:00 1X Comentar La url ha sido copiada en el portapapeles Con la aprobación de la agenda oficial y el inicio de las negociaciones, la Conferencia de las Partes sobre Cambio Climático (COP30) comenzó el pasado lunes en la Amazonia con un clima de optimismo y compromiso global. Así lo expresó Patricia Zurita, vicepresidenta ejecutiva y directora de alianzas de Conservación Internacional, quien señaló que “la COP30 comienza con señales de esperanza”, tras la presentación de nuevos planes climáticos por parte de varios países. LEA TAMBIÉN De una pequeña cueva a cubrir el 18 % del país: así se crearon los Parques Nacionales Naturales de Colombia Edwin Caicedo “Cada día, más países están presentando sus planes climáticos (NDC). Este movimiento muestra que todos aquí, en Belém, seguimos comprometidos en avanzar con decisión frente al cambio climático. Debemos mantener este impulso positivo durante las próximas dos semanas, que serán decisivas”, afirmó Zurita, destacando el ambiente constructivo con el que arrancó la cumbre. Belém, puerta de la Amazonia brasileña, es la sede de la COP30. Foto: Edwin Caicedo. EL TIEMPO La ejecutiva advirtió que, tras esta primera jornada de instalación, comienzan ahora las discusiones más técnicas, centradas en el aumento del financiamiento climático para la naturaleza. “Muchas de ellas estarán enfocadas en la necesidad de aumentar el financiamiento climático para la naturaleza, una herramienta disponible de inmediato que representa un tercio de la solución a la crisis climática”, explicó. Zurita insistió en que las conversaciones deben poner “en el centro a la naturaleza y a las personas”, dado que de estas decisiones dependerá el avance conjunto en temas clave como el Objetivo Global de Adaptación, el Artículo 6 del Acuerdo de París y la inclusión de la naturaleza en los mercados de carbono. Subrayó, además, la importancia de que los ecosistemas vitales —bosques, manglares y pastizales— cuenten con los recursos necesarios para prosperar y seguir almacenando carbono. LEA TAMBIÉN Cada persona podría ingerir hasta 20 kilos de microplásticos en su vida: estos son los riesgos para su salud Edwin Caicedo “No hay tiempo que perder”, advirtió. “Esta COP es conocida como la ‘COP de la Naturaleza’ y debemos pa...",0.6005,0.5491,climate action,west nile virus,high_climate,yes,no,no,"COP30 climate summit, hope for implementation, nature financing",,
Spanish,Colombia,eltiempo.com,scrapai,283175,https://www.eltiempo.com/economia/sectores/en-agosto-comenzara-a-rodar-en-bogota-el-primer-bus-con-hidrogeno-754002,En agosto comenzará a rodar en Bogotá el primer bus que funcionará con hidrógeno,"En agosto comenzará a rodar en Bogotá el primer bus que funcionará con hidrógeno El bus del Sitp transportará más de 98.500 pasajeros al año. Bus que funciona con hidrógeno Foto: Ecopetrol Lina Quiroga Rubio PERIODISTA ECONÓMICA 27.03.2023 16:23 Actualizado: 27.03.2023 17:47 Compartir Guardar Ingrese o regístrese acá para guardar los artículos en su zona de usuario y leerlos cuando quiera Reportar Resumen Cerrar Este resumen fue construido con ayuda de IA. Escuchar 00:00 00:00 1X Comentar La url ha sido copiada en el portapapeles Con la puesta en marcha de una prueba integral que incluye la producción de hidrógeno de bajas emisiones, un sistema de compresión y almacenamiento, una estación de servicio y un bus de transporte público para 50 pasajeros, se dio inicio a la primera operación de movilidad con hidrógeno en Bogotá . La operación, que se desarrollará inicialmente durante ocho años en el Servicio Integrado de Transporte Público (Sitp), busca evaluar variables relacionadas con el sistema de producción de hidrógeno y el desempeño del vehículo , así como aspectos comerciales y tecnológicos del uso de este energético. También se espera divulgar con la academia el conocimiento que surja de este piloto. (Lea también: Los desafíos para que el hidrógeno verde se vuelva la energía del futuro ) Para realizar la prueba, se adquirió un electrolizador de tecnología PEM (Protonexchange membrane), con una potencia instalada de 165 kW y una capacidad de producción de más de 23 toneladas de hidrógeno al año. La energía proviene, en una primera fase, del Sistema Nacional Interconectado (SIN) con certificación REC, el cual determina que su origen es exclusivo de fuentes renovables. En una segunda fase, que se iniciará en el segundo semestre del 2023, provendrá de un sistema de más de 2.000 paneles solares de aproximadamente 1 megavatio para la producción de hidrógeno verde. (Además: Ministra Irene Vélez suspendió nombramiento de experta comisionada de la Creg ) También se utiliza una hidrogenera, que es un sistema para dispensar el energético, con capacidad de tanquear en menos de 10 minutos el bus . Además, en el sitio de cargue hay un sistema de almacenamiento en cilindros de hasta 140 kilogramo de capacidad. El bus, que transportará más de 98.500 pasajeros al año, fue ensamblado en Colombia por más de 100 profesionales y técnicos que participaron en el proceso. Incluye una pila de combustible y una batería; la pila consume hidrógeno para generar energía eléctrica . (Lea también: Por primera vez un avión voló con combustible de hidrógeno ) Bus que funciona con hidrógeno Foto: Ecopetrol El vehículo cuenta con una autonomía superior a 450 kilómetros con una sola recarga al día y puede alcanzar una velocidad máxima de 90 kilómetros por hora . Durante el tiempo de la prueba se espera lograr una reducción de 1.083 toneladas de emisiones de CO2. Para el desarrollo de este piloto, Fenoge contribuye con 9.000 millones de pesos, el Grupo Ecopetrol aporta 8.800 millo...",0.5552,0.5764,carbon dioxide,west nile virus,high_climate,yes,no,no,First hydrogen bus to operate in Bogota,,
Spanish,Colombia,eltiempo.com,scrapai,177018,https://www.eltiempo.com/bogota/asi-esta-la-movilidad-de-este-martes-en-bogota-cierres-y-congestion-en-grandes-vias-814492,EN VIVO | Se habilita la operación de TransMilenio por la calle 26 tras manifestaciones,"EN VIVO | Se habilita la operación de TransMilenio por la calle 26 tras manifestaciones Durante la tarde de este martes, se han presentado varias afectaciones a la movilidad en Bogotá. Se reporta una gran fila de transmilenios por la calle 26. Foto: Archivo Particular Laura María Avendaño Ladino PERIODISTA 10.10.2023 07:00 Actualizado: 10.10.2023 18:52 PERIODISTA 10.10.2023 07:00 Actualizado: 10.10.2023 18:52 Compartir Guardar Ingrese o regístrese acá para guardar los artículos en su zona de usuario y leerlos cuando quiera Reportar Resumen Cerrar Este resumen fue construido con ayuda de IA. Escuchar 00:00 00:00 1X Comentar La url ha sido copiada en el portapapeles Hay algunas novedades en el estado del tránsito en Bogotá que afectan la movilidad de vehículos en las principales vías en la mañana de este martes 10 de octubre. Camiones varados, cierres viales y daños en los semáforos son algunas de las situaciones presentadas. Cayó banda que utilizaba taxis con placas falsas para hacer 'paseos millonarios' Polémica por captura de guardián de ciclovía en Bogotá: testigos dan nuevos detalles Conozca cómo está la movilidad en los principales corredores de la capital, así como el funcionamiento de TransMilenio . 06:21 06:32 [06:47 a.m.] #AEstaHora la intersección semafórica de la Av. Caracas con Av. Jiménez se encuentra fuera de servicio. 🚦Grupo de semaforización adelanta acciones correctivas. @TransitoBta y Agentes Civiles de Tránsito se dirigen a apoyar la regulación en este punto. pic.twitter.com/tmPkCbvUlr — Bogotá Tránsito (@BogotaTransito) October 10, 2023 06:47 06:42 06:58 (6:58 am) *Atención* Debido al alto flujo vehicular en sentido Bogotá - Villavicencio, para evitar vehiculos detenidos al interior del túnel Renacer, se realiza control al tráfico en el sector El Tablón Pr 35+000. Siga las recomendaciones del personal. Lloviznas en el corredor. pic.twitter.com/J3Chj6Nfvc — Coviandina (@CoviandinaSAS) October 10, 2023 07:30 👷🚧 #Atención | Cierre de un carril y del bicicarril de la Av. Carrera 50 por calle 57B, en sentido Norte - Sur debido a obras. 🗓️Inicio de obra: Hoy, 10 de octubre de 2023 🗓️Duración: 2 meses Más información aquí 👉 https://t.co/2oujVLZRKe pic.twitter.com/zAtf41ZpSN — Bogotá Tránsito (@BogotaTransito) October 10, 2023 09:07 [09:10 a.m.] #GerenciaEnVía informa | Se presenta vehículo varado tipo bus escolar en la localidad de Engativá, en la calle 80 con carrera 119, sentido Oriente - Occidente. Unidades de @TransitoBta y asistencia de grúa asignadas. pic.twitter.com/7X0w0QXMtf — Bogotá Tránsito (@BogotaTransito) October 10, 2023 (10:42 am) Vía opera con tráfico bidireccional por el túnel Renacer y desde el K65+000 La Pala hasta el K71+500 Pipiral. Pasos alternos desde el K22+400 hasta el K22+700. Reducción de carril en el túnel Buenavista I por actividades de mantenimiento. pic.twitter.com/q2jPeRWBkB — Coviandina (@CoviandinaSAS) October 10, 2023 10:42 Recuerda que el paso controlado a un carril en el sector Curvas del Guarapo ...",0.5577,0.5848,extreme event,west nile virus,high_climate,no,no,no,TransMilenio transit operations live update,,
Spanish,Colombia,eltiempo.com,scrapai,114028,https://www.eltiempo.com/mundo/eeuu-y-canada/el-destino-de-texas-que-tiene-que-conocer-porque-es-hermoso-segun-latinos-3370075,"El destino de Texas que 'tiene que conocer' porque es hermoso, según latinos","Editorial El destino de Texas que 'tiene que conocer' porque es hermoso, según latinos Se trata de un sitio en el que podrá divertirse y convivir dentro de un entorno natural. Un oasis natural en el estado de Texas Foto: TikTok @comunidadhispanaenEEUU Link Leslie Santana 08.08.2024 12:38 Actualizado: 08.08.2024 12:38 Compartir Guardar Ingrese o regístrese acá para guardar los artículos en su zona de usuario y leerlos cuando quiera Reportar Resumen Cerrar Este resumen fue construido con ayuda de IA. Escuchar 00:00 00:00 1X Comentar La url ha sido copiada en el portapapeles Un grupo de latinos coincidió en que este destino en Texas lo ‘tiene que conocer ’, sobre todo en verano, ya que es hermoso y tiene grandes alternativas para disfrutar en compañía de su familia o pareja. A través de un video compartido por el perfil de TikTok Comunidad Latina en EE. UU, se dio a conocer que existe un lugar en la ciudad de New Braunfels, Texas, en el que podrá disfrutar de actividades acuáticas y diversión en familia, se trata del río Comal . Según los creadores de contenido, “ este río tiene un agua especialmente cristalina y su clima es perfecto para los días de verano”. Además, le pueden prestar un salvavidas para entrar al agua con mayor seguridad o bien, puede rentar uno más grande desde US$15. También cuentan con estacionamiento, el cual cuesta US$25. Además, dentro del parque acuático puede usar de manera gratuita los asadores. La playa de California que fue reconocida como una de las más bonitas del mundo La famosa cadena de comida rápida que cerrará sus sucursales en California La playa de California que fue reconocida como una de las más bonitas del mundo De acuerdo con el video que hasta el momento ha acumulado más de 1.300 reproducciones, el río Comal se ubica a 45 minutos en auto desde San Antonio y 50 minutos si se dirige desde Austin. @comunidadlatinaenusa Rio Comal New Braunfels Texas Estados Unidos 🇺🇸 #estadosunidos #latinosenusa #sueñoamericano #comunidadlatina ♬ Aesthetic - Tollan Kim Reglamento del río Comal, en Texas, el sitio deal para visitar en verano De acuerdo con el sitio oficial, los parques con acceso al río abren todos los días de 6 A. M. a medianoche. Considere estas reglas al visitar este sitio natural : No se permiten envases desechables:. Esto incluye botellas de plástico, latas de aluminio, bolsas con cierre hermético, botellas de vidrio, vasos o hieleras de poliestireno, cajas de cartón, envoltorios de alimentos, etc. No se puede tirar basura. Los dispositivos que emitan ruido (radios, equipos de música, altavoces, etc.) no podrán ser audibles a más de 15 metros. No saltar desde puentes ni pasos elevados. Solo se permite una hielera por persona. Los refrigeradores deben tener un mecanismo de bloqueo o pestillo. Límite de dos flotadores por persona. Los tubos u otros dispositivos de flotación no pueden exceder los 1,5 m de largo, ancho o diámetro; la mayoría de los tubos dobles miden más de 1,5 m y no están permitidos. Las canoa...",0.5596,0.6040,extreme events,west nile virus,high_climate,no,no,no,Texas travel destination recommendation,,
Spanish,Colombia,eltiempo.com,scrapai,12253,https://www.eltiempo.com/vida/medio-ambiente/los-desafios-de-la-primera-cop-que-se-realiza-en-el-pulmon-del-mundo-3509136,"Los desafíos de la COP 30, la primera que se realiza en el pulmón del mundo","Análisis Los desafíos de la COP 30, la primera que se realiza en el pulmón del mundo Belém, capital amazónica de Brasil, acoge el evento en un momento en que las negociaciones de compromisos parecieran no avanzar. Síguenos y léenos en Google Discover Protesta frente a la entrada principal de la COP30, en Belém. Foto: AFP Link Fabiola Chambi - Connectas 15.11.2025 02:00 Actualizado: 16.11.2025 04:14 Compartir Guardar Ingrese o regístrese acá para guardar los artículos en su zona de usuario y leerlos cuando quiera Reportar Resumen Cerrar Este resumen fue construido con ayuda de IA. Escuchar 00:00 00:00 1X Comentar La url ha sido copiada en el portapapeles En una pequeña comunidad boliviana de 16 poblaciones indígenas, Nardy Velasco y sus habitantes se han convertido en guardianes del agua. Luchan constantemente por combatir los incendios forestales, evitar asentamientos humanos ilegales y consolidar un verdadero territorio agroecológico. Aunque ella se siente orgullosa de lo que están logrando en la Chiquitanía, una región de transición entre el Gran Chaco y la Amazonía, también señala una realidad : “Vemos que nuestros gobernantes hablan, pero no hay acción. Le están dejando todo el problema a las comunidades”. ¿Es posible que la acciones pesen más que las promesas de acción climática? Expertos y activistas consideran que la COP30 debe asumir este desafío. No es casual que se haya escogido a Belém, capital del estado brasileño de Pará, como la primera ciudad amazónica en albergar una cumbre mundial sobre el clima. La Amazonía, que abarca más de seis millones de kilómetros cuadrados de selva tropical, es considerada el pulmón del planeta porque actúa como uno de los mayores reguladores del clima global. Pero también es un punto crítico debido a la deforestación, los incendios y la degradación ambiental que influyen directamente en la temperatura, los ciclos del agua y la seguridad climática. Protestas indígenas en COP30. Foto: AFP La COP30, que reúne en estos momentos a líderes mundiales, científicos, oenegés, comunidades indígenas y sociedad civil, tiene entre sus metas principales salvar los esfuerzos globales frente al calentamiento, es decir, limitar el aumento de la temperatura global a 1,5 grados centígrados ; presentar los nuevos planes nacionales de acción (NDC); y asumir los compromisos establecidos en la COP29 en Bakú: el más importante, triplicar la financiación climática a los países en desarrollo, al pasar del objetivo anterior de 100.000 millones de dólares anuales a 300.000 millones para 2035. Según Fermín Koop, editor adjunto para América Latina de Dialogue Earth, esto no alcanza. Por esa razón esta cumbre también deberá consolidar la “Hoja de Ruta de Bakú a Belém” y llegar a los 1,3 billones de dólares anuales en financiamiento climático a partir de 2025, no solo para la mitigación sino para la adaptación del cambio climático. LEA TAMBIÉN ‘La COP30 comienza con señales de esperanza’, asegura Patricia Zurita, vicepresidenta ejecutiv...",0.5698,0.5211,environmental change,west nile virus,high_climate,yes,no,no,"COP30 challenges, first climate summit in Amazon region",,
Spanish,Bolivia,opinion.com.bo,scrapai,15954,https://www.opinion.com.bo/articulo/cochabamba/deforestacion-destruyen-bosque-incachaca/20100612215125344299.html,Deforestación: destruyen el bosque de Incachaca,"[caption id=""attachment_26625"" align=""alignnone"" width=""460"" caption=""Árboles Se talaron árboles de distinto grosor. ""] [/caption] El ruido de las motosierras rompe la quietud del bosque. Los equipos funcionan día y noche para extraer la mayor cantidad de madera posible en Incachaca, a 93 kilómetros de la ciudad de Cochabamba. El laurel, la puca puca y otras especies se utilizan para las construcciones. La demanda de madera es creciente, por eso la incesante acción de grupos que extraen troncas de la zona. Raúl Orihuela, vecino de Incachaca, calcula que hasta ahora se ha perdido al menos un centenar de hectáreas de bosque. “Se está depredando por completo la zona de Incachaca , todas las especies nativas están  por desaparecer por completo, entre ellas el helecho, las orquídeas y alrededor de cincuenta mil plantas nativas”, alerta. La superfice de bosque depredada en Incachaca equivale a unos cien manzanos de la ciudad de Cochabamba. La intención de aprovechar ilegalmente la riqueza de la zona comenzó el 2006. La última denuncia fue presentada en septiembre de 2009 y reiterada el 3 de abril de 2010 a la Autoridad de Fiscalización y Control Social de Bosques y Tierras (ABT), a la Prefectura (hoy Gobernación), a la Liga del Medio Ambiente y otras organizaciones que representan al medio ambiente. Hasta la fecha, ninguna ha logrado detener la depredación. Orihuela observa negligencia de parte de la Fiscalía del Medio Ambiente, porque la fiscal Patricia Guevara quizás debería coordinar con la ABT y la Prefectura para ingresar a Incachaca con  la fuerza pública e inmediatamente detener a los que están cometiendo delitos en contra del medio ambiente. En la inspección realizada el 11 de mayo pasado entre la ABT,  el representante de la Prefectura Víctor Hugo Saavedra,  y el investigador Felipe Condori decomisaron una motosierra, porque se encontró en flagrancia a Germán Mendoza, Emilio Mendoza y Calixto Mendoza. Ellos dijeron que  habilitaban la tierra para cultivar locotos por encargo de Vitaliano Vargas, Emilio Maldonado, Pedro López y Emeterio N.N. La comisión fue interceptada a la altura de Colomi  por el secretario General del sindicato de Pampa Tambo, Vitaliano Vargas, quien solicitó la devolución de la motosierra. Las autoridades no aceptaron el pedido y remitieron al interesado a la Fiscalía de Medio Ambiente de Cercado. Orihuela también pide a la ABT y a la Prefectura que se evalúe el daño ambiental y saber a cuánto asciende en bolivianos o dólares el costo de la madera que se ha sacado hasta  el momento. Asimismo, solicitó que se enjuicie a los responsables de los delitos contra el medio ambiente en una zona declarada Patrimonio Arqueológico.  Todavía no se evaluó el daño ambiental en Incachaca. La Prefectura entregó un informe técnico, pero esa no es la solución, se requiere iniciar procesos judiciales para sentar precedente y frenar la depredación, señala Orihuela. [caption id=""attachment_26626"" align=""alignnone"" width=""460"" caption=""Taladore...",0.5760,0.5425,environmental change,west nile virus,high_climate,yes,no,no,"Deforestation destroying Incachaca forest, chainsaws day and night",,
Spanish,Mexico,eluniversal.com.mx,newsapi,1301,https://www.eluniversal.com.mx/metropoli/detectan-fuga-de-gas-natural-tras-reportes-de-olores-extranos-en-tlalnepantla-realizan-labores-de-saneamiento/,Detectan fuga de gas natural tras reportes de olores extraños en Tlalnepantla,"Tlalnepantla, Méx. - Autoridades municipales de Tlalnepantla confirmaron que se detectó una fuga de gas natural en inmediaciones de las colonias Reyes Ixtacala y San Jerónimo Tepetlacalco, lo que derivó en la presencia de olor a mercaptano en la zona.

A través de un comunicado, el Gobierno municipal reconoció que el hallazgo se realizó tras atender los diversos reportes ciudadanos por malos olores, lo que activó recorridos de inspección por parte de personal de Protección Civil, Bomberos y Gestión de Riesgos.

Durante las revisiones técnicas, se ubicó una fuga de gas natural en el exterior de una empresa, la cual fue atendida de manera inmediata.

Lee también Rehabilitación de Periférico Norte reducirá hasta 20 minutos traslados; beneficiará a más de 200 mil automovilistas

El olor que persistió en el área corresponde a ""mercaptano"", sustancia que se añade al gas para facilitar la detección de fugas.

""El mercaptano se añade al gas natural, ya que este último, al ser incoloro e inodoro, necesita un agente de advertencia"", explicaron, en el comunicado.

Las autoridades precisaron que este compuesto no representa riesgo para la población en las condiciones detectadas.

Asimismo, se informó que derivado de los operativos también se logró identificar que las altas temperaturas recientes incrementaron la emanación de gases por descomposición orgánica en el Vaso Regulador de la zona, lo que también contribuyó a los olores percibidos por vecinos.

Lee también Otorgan prisión domiciliaria a Carlota ""N"" por doble homicidio; pagará fianza y usará brazalete electrónico

El gobierno municipal indicó que se realizarán labores de saneamiento en este cuerpo de agua para disminuir las molestias.

Además, se mantienen recorridos en la zona industrial y habitacional, en coordinación con empresas de gas natural, para revisar redes e instalaciones.

Las autoridades exhortaron a la población a reportar cualquier anomalía y mantenerse atenta a la información oficial, mientras continúan las labores de monitoreo.

Lee también Reabren Periférico Norte tras bloqueo de transportistas en Naucalpan; circulación se normaliza tras diálogo

Únete a nuestro canal ¡EL UNIVERSAL ya está en Whatsapp!, desde tu dispositivo móvil entérate de las noticias más relevantes del día, artículos de opinión, entretenimiento, tendencias y más.",0.5409,0.5098,carbon dioxide,air pollution,high_climate,no,no,no,Natural gas leak detected from strange smells,,
Spanish,Colombia,eltiempo.com,scrapai,227638,https://www.eltiempo.com/mundo/eeuu-y-canada/el-pequeno-pueblo-de-ee-uu-que-vive-miniterremotos-a-diario-por-un-misterio-geologico-3333270,El pequeño pueblo de EE. UU. que vive miniterremotos siempre por un misterio geológico,"Noticia El pequeño pueblo de EE. UU. que vive miniterremotos siempre por un misterio geológico La zona presenta cotidianamente fuertes vibraciones y hasta sonidos parecidos a explosiones. En esta zona los residentes ya están acostumbrados a los movimientos. Foto: iStock Link Ariadna Cruz REDACTORA 12.04.2024 13:02 Actualizado: 12.04.2024 13:02 Compartir Guardar Ingrese o regístrese acá para guardar los artículos en su zona de usuario y leerlos cuando quiera Reportar Resumen Cerrar Este resumen fue construido con ayuda de IA. Escuchar 00:00 00:00 1X Comentar La url ha sido copiada en el portapapeles En días recientes se han registrado diversos movimientos sísmicos en la zona de Nueva Jersey y Nueva York. El más importante de ellos, hace una semana. Pero hay una pequeña ciudad de Estados Unidos, en el mismo Este del país, en donde los temblores no son nada extraños. Debido a una misteriosa falla geológica, tiene actividad constante. East Hampton, en Connecticut, es un pequeño pueblo al sur en donde presentan un misterio geológico que por siglos ha ocasionado extraña actividad sísmica que únicamente puede percibirse en la zona. Los resientes afirman que para ellos no es nada fuera de lo común enfrentarse a vibraciones fuertes; pero no solo eso, también llegan a escuchar sonidos parecidos a una explosión. Aunque, por lo general, se trata de movimientos que desaparecen rápidamente, en alrededor de 10 segundos. El eclipse solar no fue todo: a finales de abril llegará este sorprendente fenómeno Avanza en un estado ley similar a la SB4 de Texas para detener indocumentados Florida: la medida de Disney que prohibiría la entrada de estas personas a sus parques De acuerdo con expertos, como el geólogo Robert Thorson, de la Universidad de Connecticut, que fue entrevistado por el medio The New York Post, estos movimientos ocurren pasivamente todos los años. Usualmente, se trata de miles de microterremotos, la mayoría de ellos tan pequeños que ni siquiera pueden sentirse en ningún otro lugar. Son tan comunes que los residentes ya tienen un nombre para ellos: ""Moodus Noises"", pues la mayoría de ellos se presentan precisamente en el pueblo de East Hampton llamado Moodus y los llaman así debido a que son ruidosos. East Hampton es un pequeño pueblo histórico en Connecticut. Foto: Gobierno de East Hampton Miniterremotos en Connecticut, un misterio para investigadores Más allá de tratarse de una zona en la que los microterremotos, acompañados de fuertes ruidos, son comunes , hay otras razones por las cuales los expertos en geología, se muestran desconcertados ante esta situación. East Hampton no se encuentra sobre alguna falla geológica , tal como sí sucede en áreas propensas a terremotos como California , en donde los temblores son comunes debido a su posición en la Tierra. Pero Moodus se encuentra en una zona tectónica sin problema, dado que no está en medio de alguna placa. En el siglo XVIII los habitantes consideraban que los movimientos y estruendos eran consecu...",0.5793,0.5630,extreme event,west nile virus,high_climate,no,no,no,US town experiencing mini-earthquakes constantly,,
